2008-12,95
2009-01,106
2009-02,138
2009-03,138
2009-04,136
2009-05,132
2009-06,130
2009-09,132
2009-10,131
2009-11,140
2009-12,145
2010-01,173
2010-02,189
2010-03,200
2010-04,203
2010-05,205
2010-06,200
2010-07,207
2010-08,212
2010-09,217
2010-10,223
2010-11,229
2010-12,234
2011-01,244
2011-02,249
2011-03,266
2011-04,271
2011-05,277
2011-06,285
2011-08,278
2011-09,270
2011-10,265
2011-11,305
2011-12,349
2012-01,321
2012-02,308
2012-03,293
2012-04,299
2012-05,306
